Tender Title,Label,Tender No and date,Plant/Unit,Tender issue date and time,Bid Submission Closing date and Time,Remarks,Label_Code
"ONLINE REPORTING (TELE RADIOLOGY) OF RADIOLOGY STUDIES OF BOKARO GENERAL HOSPITAL, BOKARO",skilled_manpower,CCNW/19-20/OTE-760/BGH-4010022163 dtd 16.03.2020,Bokaro Steel Plant,Mar 17 2020  4:30:00:000PM,Apr  2 2020  4:30:00:000PM, --  ,6
ANNUAL COMPREHENSIVE MAINTENANCE OF 05 NOS. DG SETS OF DIFFERENT MAKE   OF 100 KVA RATING INSTALLED IN BGH,skilled_manpower,CCNW/19-20/OTE-761/BGH-4010023199  dtd 17.03.2020,Bokaro Steel Plant,Mar 18 2020  4:30:00:000PM,Apr  3 2020  4:30:00:000PM, --  ,6
ALLOTMENT OF CRM PERMANENT CANTEEN OF BOKARO STEEL PLANT AT B S CITY.  ( ONLY FOR LOCAL/DISPLACED PERSONS),none,CCNW/19-20/OTE-762/PERS-4010022446 dtd 25.03.2020,Bokaro Steel Plant,Apr  1 2020  5:15:00:000PM,Apr 16 2020  4:30:00:000PM, --  ,4
ALLOTMENT OF RMHP PERMANENT CANTEEN OF BOKARO STEEL PLANT AT BS CITY. (ONLY FOR LOCAL/DISPLACED PERSONS),none,CCNW/19-20/OTE-763/PERS-4010022463 dtd 25.03.2020,Bokaro Steel Plant,Apr  1 2020  5:20:00:000PM,Apr 16 2020  4:30:00:000PM, --  ,4
RATE CONTRACT FOR MAINTENANCE WORK OF INTERNAL ELECTRIFICATION AND AREA LIGHTING IN BGH,skilled_manpower,CCNW/20-21/LTE-634/BGH-4010023356    Dtd. 03.04.2020,Bokaro Steel Plant,Apr 10 2020 11:40:00:000AM,Apr 20 2020  4:30:00:000PM, --  ,6
Maintenance of Planted Trees/Saplings for 24 Months at Garga Dam Area at B S City for Conservation/Portection.,unskilled_manpower ,CCNW/20-21/LTE-636/TA-HORT-4010023730 Dtd.  30.04. 2020,Bokaro Steel Plant,May  2 2020  4:00:00:000PM,May 13 2020  4:30:00:000PM, --  ,7
"Comprehensive Annual Maintenance Contract for Desktop Computers, Printers & Peripherals and Facility Management Services for 03 (Three) Years at SAIL/Bokaro Steel Plant",skilled_manpower,CCNW/20-21/OTE-764/C&IT-4010023650  dtd 08.04.2020,Bokaro Steel Plant,Apr 13 2020 12:50:00:000PM,Jun  5 2020  4:30:00:000PM,Corr,6
LICENCE FOR RUNNING OF AQUARIUM AT JNB PARK (ONLY FOR LOCAL /DISPLACED PERSONS.),none,CCNW/20-21/OTE-766/TA-JNB-4010022255  dtd 25.04.2020,Bokaro Steel Plant,Apr 30 2020  6:15:00:000PM,May 14 2020  4:30:00:000PM,,4
"ONLINE REPORTING (TELE RADIOLOGY) OF  RADIOLOGY STUDIES OF BOKARO GENERAL HOSPITAL, BOKARO",skilled_manpower,CCNW/20-21/OTE-767/BGH-4010022163  dtd 28.04.2020,Bokaro Steel Plant,Apr 30 2020  1:20:00:000PM,May 15 2020  4:30:00:000PM, --  ,6
OUTSOURCING LAUNDRY SERVICES OF BGH AT SAIL/BOKATO STEEL PLANT FOR THE YEAR 2019-2020,unskilled_manpower ,CCNW/20-21/OTE-768/BGH-4010022201 Dtd: 19.05.2020,Bokaro Steel Plant,May 19 2020  5:35:00:000PM,Jun  5 2020  4:30:00:000PM, --  ,7
"Cleaning, House Keeping & Sanitation services at BSP schools in Township & Mines.",unskilled_manpower ,CCNW/Edu/PR-1450000020 /OT-2020300015 Date: 08.04.2020,Bhilai Steel Plant,Apr 22 2020  7:00:00:000PM,May 28 2020  1:00:00:000PM,Corr,7
Proposal for Contract of Running of Vehicle Stand on Monthly rental basis at Parking area of Maitri Baag for a period of Two Years. ( For registered bidders only),none,CCNW/Hort/PR1450000011/LTR- 2019300450                              Date:14.05.2020,Bhilai Steel Plant,May 14 2020 11:00:00:000AM,May 28 2020  1:00:00:000PM, --  ,4
"Outsourcing of Laundry activities at JLNH&RC, Bhilai",unskilled_manpower ,CCNW/M&HS/PR-1130017122/OT- 1223/816    Date: 23.03.2020,Bhilai Steel Plant,Mar 23 2020  7:00:00:000PM,Mar 28 2020  1:00:00:000PM, --  ,7
Proposal for Hiring of Bus for employees of Mahamaya and Dulki Mines,vehicle/equipment_hiring,CCNW/Mines/ PR 1130015347/OT-1196 (A)/837              Dt: 27.03.2020,Bhilai Steel Plant,Mar 28 2020  9:00:00:000AM,Apr 16 2020  1:00:00:000PM, --  ,8
Provision of RCC paving Road in front of  Vibrator building and Carpeting of Road at Rajhara Mech. Mine,unskilled_manpower ,CCNW/Mines/ PR 1130015925/OT-1226/953                      Dt: 22.04.2020,Bhilai Steel Plant,Apr 23 2020  9:00:00:000AM,May 16 2020  1:00:00:000PM, --  ,7
"Hiring of three Nos. (03) diesel operated air-conditioned passenger vehicles (Bolero or its equivalent) for Environment Laboratory(IOC), CSW Plant, Dalli Mechanised Mine and Jharandalli Mine of IOC Rajhara.",vehicle/equipment_hiring,CCNW/Mines/ PR 1130016058/OT 1216/471                        Dt: 13.02.2020,Bhilai Steel Plant,Feb 13 2020  6:30:00:000PM,Apr 28 2020  1:00:00:000PM,Corr,8
"Exploratory Core Drilling work at Mahamaya Dulki Lease area of  Bhilai Steel Plant , Chhattisgarh",skilled_manpower,CCNW/Mines/ PR 1130016615/OT-1225/922  Dt:15.04.2020,Bhilai Steel Plant,Apr 16 2020  8:00:00:000AM,May 28 2020  1:00:00:000PM,Corr,6
"Transportation of Piece consignments / Full Truck Load consignments from Mumbai to Bhilai Steel Plant, Bhilai",vehicle/equipment_hiring,CCNW/RM-Mumbai/PR1130017511/OT- 1224/916,Bhilai Steel Plant,Apr 26 2020  8:00:00:000AM,May 12 2020  1:00:00:000PM, --  ,8
"Supply of ;- a) Diesel driven Trucks on daily hire charge / tonnage basis b) Four Wheeler Van and c) Light Vehicle 4 Wheelers, 2 Tons Capacity on daily hire charge basis",vehicle/equipment_hiring,CCNW/Stores/PR1130016867/OT-1221/701 Date: 11.03.2020,Bhilai Steel Plant,Mar 18 2020  9:00:00:000AM,Apr 25 2020  1:00:00:000PM,Corr,8
Partial Demolition of unfit blocks in Bhilai township.,none,CCNW/T-Civil/PR-1130016052 /OT-1205/226 Date: 21.01.2020,Bhilai Steel Plant,Jan 21 2020  5:00:00:000PM,May 16 2020  1:00:00:000PM,Corr,4
Digitization of Land Records of BSP Township and Peripheral land in Bhilai.,skilled_manpower,CCNW/T-Estate/PR-1130016337/OT-1214/389      Date:  07.02.2020,Bhilai Steel Plant,Feb  7 2020 11:30:00:000AM,Mar 21 2020  1:00:00:000PM,Corr,6
Digitization of Land Records of BSP Township and Peripheral land in Bhilai.,skilled_manpower,CCNW/T-Estate/PR-1130016337/OT-1214/389      Date:  07.02.2020,Bhilai Steel Plant,Feb  7 2020 11:30:00:000AM,Mar 21 2020  1:00:00:000PM,Corr,6
Digitization of Land Records of BSP Township and Peripheral land in Bhilai.,skilled_manpower,CCNW/T-Estate/PR-1130016337/OT-1214/389      Date:  07.02.2020,Bhilai Steel Plant,Feb  7 2020 11:30:00:000AM,May 16 2020  1:00:00:000PM,Corr,6
Online Leak Sealing of BF & COgas Lines.,skilled_manpower,CCW/2019-20/121/OTE/19-20/156                                                                    Dat,IISCO Steel Plant,Mar 31 2020  6:00:00:000PM,May 19 2020  3:00:00:000PM,Corr,6
Contract  for Technological Upkeep of Instrumentation Systems at Rolling Mills.,skilled_manpower,CCW/2019-20/152/OTE/19-20/146                        Date- 06.03.2020,IISCO Steel Plant,Mar 12 2020  6:00:00:000PM,May 19 2020  3:00:00:000PM,Corr,6
Technological Upkeep of Instrumentation System at Secondary Refining unit and Oxygen Plant.,skilled_manpower,CCW/2019-20/154/OTE/19-20/161,IISCO Steel Plant,Apr 29 2020  6:00:00:000PM,May 19 2020  3:00:00:000PM, --  ,6
Annual Maintenance contract for Power & Distribution Transformers and their auxilaries located at different areas under Power Distribution Department,skilled_manpower,CCW/2019-20/242/OTE/19-20/140                                                                    Dat,IISCO Steel Plant,Mar  2 2020  6:00:00:000PM,May 26 2020  3:00:00:000PM,Corr,6
MPLS connectivity for SAP- ERP on cloud for three years.,none,CCW/2019-20/R-20/OTE/19-20/086,IISCO Steel Plant,Mar 30 2020  6:00:00:000PM,May 19 2020  3:00:00:000PM,Corr,4
Misc. Civil work at different locations inside Works & RSPH.,unskilled_manpower ,CCW/2019-20/R-70/OTE/19-20/144                                                                    Da,IISCO Steel Plant,Mar 12 2020  6:00:00:000PM,May 19 2020  3:00:00:000PM,Corr,7
Replacement of tubes of ESP Boiler (Process Cooler),skilled_manpower,CCW/2019-20/R-76/OTE/19-20/ 155,IISCO Steel Plant,Mar 31 2020  6:00:00:000PM,May 26 2020  3:00:00:000PM,Corr,6
"Assistance in Manual Ladle addition of de-oxidisers and other ferro alloys during tapping, sample and temperature taking and dispatcher activities in SMS.",none,CCW/2019-20/R-83/OTE/19-20/157                                                                   Dat,IISCO Steel Plant,Mar 31 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,4
Gear Box Overhauling of Critical Gear Boxes at Central Workshops.,none,CCW/2019-2020/360/OTE/19-20/152                                   Date- 21.03.2020,IISCO Steel Plant,Mar 31 2020  6:00:00:000PM,May 26 2020  3:00:00:000PM,Corr,4
"Transportation of saleable Steel Scrap arising from New Plant Mills/CCP by trailers to marketing yard including loading, unloading, stacking/housekeeping and delivery to party in their vehicle.",vehicle/equipment_hiring,CCW/2019-2020/476/OTE/19-20/149                                   Date- 19.03.2020,IISCO Steel Plant,Mar 31 2020  6:00:00:000PM,May 19 2020  3:00:00:000PM,Corr,8
Residual Life Assessment of the Crane along with supporting structural of existing shed of H.S. Mill.,skilled_manpower,CCW/2019-2020/R-34/OTE/19-20/131                                  Date- 30.01.2020,IISCO Steel Plant,Feb 26 2020  6:00:00:000PM,May 19 2020  3:00:00:000PM,Corr,6
Residual Life Assessment of the Crane along with supporting structural of existing shed of H.S. Mill.,skilled_manpower,CCW/2019-2020/R-34/OTE/19-20/131                                  Date- 30.01.2020,IISCO Steel Plant,Mar 30 2020  6:00:00:000PM,Apr 21 2020  3:00:00:000PM, --  ,6
Reconditioning and up gradation of lift at Sinter Plant -1,skilled_manpower,CD/4206014065 Dt. 18.03.2020,Durgapur Steel Plant,Mar 19 2020  4:00:00:000PM,May  8 2020  2:00:00:000PM,Corr,6
COMPREHENSIVE REPAIR AND MAINTENANCE OF BATTERY # 1,skilled_manpower,CD/4206014423 Dt. 16.03.2020,Durgapur Steel Plant,Mar 16 2020  5:00:00:000PM,Jun  5 2020  2:00:00:000PM,Corr,6
"RATE CONTRACT FOR PREPARATION OF CAD BASED ENGINEERING DRAWING & PLOTTING WORK  FOR CET OFFICE, RANCHI",skilled_manpower,CET-17(7)/03/02/CONT/NIT/572 DATED 16.05.2020,Centre for Engineering & Technology (CET),May 16 2020  6:30:00:000PM,Jun 15 2020  3:00:00:000PM, --  ,6
"Surface Maintenance and Allied Works for Branch Sales office, CMO,SAIL,Bhubaneswar",skilled_manpower,CMO/BSO/BHU/SM/2020-21 dated 20.05.2020,Central Marketing Organisations (ER),May 20 2020 10:00:00:000AM,Jun 10 2020 11:00:00:000AM, --  ,6
"Tender For Hospitality & Facility Management Services for Guest Houses and Transit Houses at Kaushambi, Ghaziabad",unskilled_manpower ,CMO/REC/ADMN/KAUSH- GH & TH/2020 dated: - 11/03/2020,Central Marketing Organisations (NR),Mar 11 2020  2:00:00:000PM,Mar 26 2020  3:00:01:000PM, --  ,7
Appointment of TMT Distributor in Rohtas,unskilled_manpower ,CMO/REC/BSO/PAT/RETAIL-Rohtas/2019-20/06 dated 02/03/2020,Central Marketing Organisations (ER),Mar  3 2020 11:00:00:000AM,Apr  7 2020  2:59:00:000PM, --  ,7
"Appointment of a contractor at SAIL Warehouse, Bhilai for de-coiling / straightening / cutting of TMT Coils of sizes 8/10/12 mm",unskilled_manpower ,CMO/REC/WH/BHI/Decoiling dt. 13.03.2020,Central Marketing Organisations (WR),Mar 13 2020 12:00:00:000PM,Apr 17 2020  3:00:00:000PM,Corr,7
APPOINTMENT OF HANDLING CONTRACTOR AT KOCHI WAREHOUSE OF SAIL CMO,unskilled_manpower ,CMO/REC/WH/COC/HC/2019-20/02,CMO Head Quarters,Feb 14 2020  6:15:00:000PM,Mar 23 2020  3:15:00:000PM,Corr,7
APPOINTMENT OF HANDLING CONTRACTOR AT GHAZIABAD WAREHOUSE OF SAIL CMO,unskilled_manpower ,CMO/REC/WH/GHA/HC/2019-20 DATE 17-02-2020,CMO Head Quarters,Feb 17 2020  3:45:00:000PM,Mar 21 2020  3:00:00:000PM,Corr,7
"e-Tender for appointment of Contractor for Operation & Maintenance of Electrical Installations at SAIL, Tughlakabad Warehouse , B4-B8 OKHLA INDS.,AREA PH-1 NEW DELHI and ISP OKHLA PREMISES , 6/4 KALKA MORE MATHURA ROAD NEW DELHI",skilled_manpower,CMO/REC/WH/TKD/O&M/ELECT/62/19-20 and Date: 26-02-2020,Central Marketing Organisations (NR),Feb 26 2020 11:00:00:000AM,Mar 30 2020  2:00:00:000PM,Corr,6
"TENDER FOR SURFACE MAINTENANCE & ALLIED WORK AT SAIL HOUSE, 50 JL NEHRU ROAD, KOLKATA-71",skilled_manpower,CMO/T&S/ER/Surf. Maintenance/2020-21/373 and 06.05.2020,CMO Transport and Shipping,May  6 2020  2:00:00:000PM,May 27 2020  3:00:00:000PM, --  ,6
RELATED TO COMPLIANCE OF DIFFERENT ACTS OF JHARKHAND FACTORY RULES AND REGULATIONS FOR THE YEAR 2020,none,DGM/CC/19-20/165,Raw Materials Division (RMD),Jan  4 2020  6:30:00:000PM,Apr  1 2020 11:00:00:000AM,Corr,4
"SAIL/ BSP invites sealed bids from eligible/ prequalified bidders on Global Tender basis for the facilities “Modification in the Washing Circuit of Crushing, Screening and Washing (CSW) Plant of Dalli Mines” on divisible turnkey basis.",none,DGM/PCC/TK/5(776)/2020/50 Date: 11.01.2020,Bhilai Steel Plant,Jan 11 2020  6:00:00:000PM,Jun 10 2020 11:00:00:000AM,Corr,4
"Up-gradation of Stack Emission Control for Lime Kiln of NLCP, BOF, DSP",skilled_manpower,DSP/PROJ-PUR/BOF-SMS/Stack Emission/SKV/527 Dated 27.02.2020,Durgapur Steel Plant,Feb 27 2020 11:45:00:000AM,May 19 2020  3:00:00:000PM,Corr,6
"Procurement of New equipment [Pressure Washing Machine, Vacuum Pressure lmpregnation (VPI) System and Mobile Hydraulic Press] for ERS, DSP",vehicle/equipment_hiring,DSP/PROJ-PUR/ERS/New Equipment/SKV/501 Dated 13.03.2020,Durgapur Steel Plant,Mar 13 2020 12:10:00:000PM,Apr  3 2020  3:00:00:000PM, --  ,8
Replacement of Hydraulic (Askania) Regulators and Instrumentation & Control System for Under Firing Gas Pressure & Draft in COB # 3,none,DSP/PROJ-PUR/Inst/Hyd. Regulator/SKV/530 Dated 12.03.2020,Durgapur Steel Plant,Mar 12 2020 11:00:00:000AM,Jun  1 2020  3:00:00:000PM,Corr,4
Revamping of Storage Area Network  Hardware for ERP System of Durgapur Steel Plant,unskilled_manpower ,DSP/PROJ-PUR/Network Hardware for ERP/C&IT/AP/525 Date 11.03.2020,Durgapur Steel Plant,Mar 11 2020  2:45:00:000PM,May 26 2020  3:00:00:000PM,Corr,7
"Replacement of Bucket Wheel Blender Reclaimer with New Barrel Type Reclaimer in RMHP, DSP",none,DSP/PROJ-PUR/RMHP/BR/19-20/SKV/510 dated 07.12.19,Durgapur Steel Plant,Dec  7 2019 10:30:00:000AM,Jun  1 2020  3:00:00:000PM,Corr,4
"Replacement of the ACSR conductors of 11KV Overhead incoming feeder No. 3,4, 5& 6 from plant end to bulk supply sub-station",none,DSP/PROJ-PUR/TS (EM)/ACSR Conductor/SC/534 Dated 05.05.2020,Durgapur Steel Plant,May  5 2020  2:00:00:000PM,Jun  3 2020  3:00:00:000PM, --  ,4
Refurbishment of electrics for two nos. CNC Vertical Turning and Boring Machines at Wheel & Axle Plant in Durgapur Steel Plant,none,DSP/PROJ-PUR/W&A/CNC Vertical Machine/SC/528 Dated 27.02.2020,Durgapur Steel Plant,Feb 27 2020  5:30:00:000PM,May 11 2020  3:00:00:000PM,Corr,4
Extension of Various jobs contracts  of Works Division of SAIL/Bokaro Steel Plant,none,Extension of Various jobs contracts  of Works Division of SAIL/Bokaro Steel Plant,Bokaro Steel Plant,Apr  1 2020  1:30:00:000PM,May  6 2020 11:59:59:000PM,Corr,4
REVIVAL & OVERHAULING OF AIR WASHING CHAMBERS OF ACWE.,skilled_manpower,GM ( CC- W) / ACWE-Operation / EP- 2019300988 / LTR / Date: 17.03.2020,Bhilai Steel Plant,Mar 17 2020  6:00:00:000PM,Mar 26 2020  2:00:00:000PM, --  ,6
ACWE Repair Shop Jobs,skilled_manpower,GM ( CC- W) / ACWE-Operation / EP- 2020300072 / LTR / Date: 02.05.2020,Bhilai Steel Plant,May  5 2020  4:00:00:000PM,May 14 2020  2:00:00:000PM, --  ,6
Outsourcing of operation & Maintenance of ACVS System in BRM,skilled_manpower,GM ( CC- W) / BRM-Elec Maint / EP- 2020200051 / LT / Date: 14.05.2020,Bhilai Steel Plant,May 18 2020  2:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,6
"Outsourcing of Operation of WTP-5,WTP-6,WTP-7 & Booster pump houses-1&2 in Bar&Rod Mill",skilled_manpower,GM ( CC- W) / BRM-Mech Maint / EP- 2020300073 / OT / Date: 02.05.2020,Bhilai Steel Plant,May  5 2020  5:00:00:000PM,May 26 2020  2:00:00:000PM, --  ,6
"Outsourcing contract for Packaging, Trimming and Unitizing at wagons in Bar & Rod mill",skilled_manpower,GM ( CC- W) / BRM-Operat ion / EP- 2019300968 / OT / Date: 02.03.2020,Bhilai Steel Plant,Mar 12 2020  2:00:00:000PM,May 28 2020  2:00:00:000PM,Corr,6
"Providing enabling services in mill area (Roll shop, Guide Assembly & Repair shop)of Bar and Rod Mill, BSP.",none,GM ( CC- W) / BRM-Operation / EP- 2019200669 / LT / Date: 07.03.2020,Bhilai Steel Plant,Mar 17 2020  1:00:00:000PM,Mar 24 2020  2:00:00:000PM, --  ,4
Providing Crane Operation Services,skilled_manpower,GM ( CC- W) / BRM-Operation / EP- 2019300989 / OT / Date: 17.03.2020,Bhilai Steel Plant,Apr  6 2020  4:00:00:000PM,May 21 2020  2:00:00:000PM,Corr,6
"To provide technical assistance to survey section, structural Inspection section & Lubrication repair shop.",skilled_manpower,GM ( CC- W) / EBSI / Tech Services / EP- 2020300084 / LTR / Date: 04.05.2020,Bhilai Steel Plant,May  6 2020  4:00:00:000PM,May 14 2020  2:00:00:000PM, --  ,6
Execution of various CRME jobs in repair & breakdown round the clock throughout the plant,skilled_manpower,GM ( CC- W) / EZ-Capit al Rep Elec / EP- 2020300006 / LTR / Date: 20.04.2020,Bhilai Steel Plant,Apr 21 2020  2:00:00:000PM,May  5 2020  2:00:00:000PM, --  ,6
Annual maintenance Contract of Dynamic Balancing machine. Model HDM-7000 & HDM-300 of ERS.,skilled_manpower,GM ( CC- W) / EZ-ERS/Workshop / EP- 2019200682 / Prop / Date: 24.02.2020,Bhilai Steel Plant,Mar 21 2020  5:00:00:000PM,Mar 31 2020  2:00:00:000PM, --  ,6
Assistance for production related activities in ERS & MTRS.,unskilled_manpower ,GM ( CC- W) / EZ-ERS/Workshop / EP- 2019200713 / LT / Date: 18.03.2020,Bhilai Steel Plant,Mar 23 2020  2:00:00:000PM,Mar 26 2020  2:00:00:000PM, --  ,7
FABRICATION & REPAIR OF MOULD BOXES.,unskilled_manpower ,GM ( CC- W) / Foundry -Operation / EP- 2019301004 / LTR / Date: 11.03.2020,Bhilai Steel Plant,Mar 12 2020  6:00:00:000PM,Mar 26 2020  2:00:00:000PM, --  ,7
Auto welding activities in MARS-2,skilled_manpower,GM ( CC- W) / M/c shop-2-Operat ion / EP- 2020200028 / LT / Date: 14.05.2020,Bhilai Steel Plant,May 18 2020  6:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,6
SCALE CLEANING ACTIVITY INSIDE REHEATING FURNACES OF MERCHANT MILL,skilled_manpower,GM ( CC- W) / Merch Mill-Operation / EP- 2019301006 / LTR / Date: 19.03.2020,Bhilai Steel Plant,Mar 26 2020  6:00:00:000PM,Apr 16 2020  2:00:00:000PM, --  ,6
PLATE MILL Capital repair LAY OUT 117 TRIMMING SHEAR JOBS,skilled_manpower,GM ( CC- W) / MZ-Cap Repair(Mech) / EP- 2020200024 / LT / Date: 16.04.2020,Bhilai Steel Plant,Apr 16 2020  6:00:00:000PM,Apr 21 2020  2:00:00:000PM, --  ,6
contract for carrying out dismantling and re-erection of hydraulic system from BRM to billet yard of BBM.,skilled_manpower,GM ( CC- W) / MZ-CHM-2-Mechanical / EP- 2020200001 / LT / Date: 02.04.2020,Bhilai Steel Plant,Apr  4 2020  5:00:00:000PM,Apr 16 2020  2:00:00:000PM, --  ,6
"Capital repair jobs in Plate Mill, RSM-DRT-5,7 &10 and BBM, Stand01 &02 and Flying Shear",skilled_manpower,GM ( CC- W) / MZ-CHM-3-Mechanical / EP- 2020200025 / LT / Date: 25.04.2020,Bhilai Steel Plant,Apr 28 2020  2:00:00:000PM,May 21 2020  2:00:00:000PM,Corr,6
Assistance for various jobs under CHM-3 & CHM-4 departments on day-to-day basis for 2020-21,unskilled_manpower ,GM ( CC- W) / MZ-CHM-Mechanical / EP- 2020300043 / LTR / Date: 21.04.2020,Bhilai Steel Plant,Apr 25 2020  2:00:00:000PM,May  7 2020  2:00:00:000PM, --  ,7
Repair of Barrel Reclaimer No-4 in OHP,skilled_manpower,GM ( CC- W) / OHP-Maint .-Mech. / EP- 2020200031 / LT / Date: 06.04.2020,Bhilai Steel Plant,Apr 10 2020  6:00:00:000PM,Apr 14 2020  2:00:00:000PM, --  ,6
"Comprehensive electrical maintenance of all conveyors,equipments and auxiliary equipment of all junction houses of package 061 at OHP PART-B.",skilled_manpower,GM ( CC- W) / OHP-maint elec-Part B / EP- 2019300986 / OT / Date: 12.03.2020,Bhilai Steel Plant,Mar 24 2020 12:00:00:000PM,May 26 2020  2:00:00:000PM,Corr,6
Fabrication and erection of conveyor safety guard in R101 conveyor.,skilled_manpower,GM ( CC- W) / OHP-Maint.-Mech. / EP- 2019200712 / LT / Date: 18.03.2020,Bhilai Steel Plant,Mar 19 2020  5:30:00:000PM,Mar 21 2020 11:00:00:000AM, --  ,6
"Assistance in enabling mechanical maintenance services for repair and maintenance of conveyors, equipments and auxiliary equipments in OHP.",skilled_manpower,GM ( CC- W) / OHP-Maint.-Mech. / EP- 2020300029 / OT / Date: 15.04.2020,Bhilai Steel Plant,Apr 20 2020  5:00:00:000PM,May 12 2020  2:00:00:000PM,Corr,6
"Horizontal take up , Track hopper grating, Skirt board, SS. Liner& other maintenance jobs in OHP",none,GM ( CC- W) / OHP-Maint.-Mech. / EP- 2020300042 / LTR / Date: 21.04.2020,Bhilai Steel Plant,Apr 28 2020  6:30:00:000PM,May 12 2020  2:00:00:000PM, --  ,4
"Various Mechanical Maintenance Jobs like overhauling of assemblies , scraper maintenance and Dist. & Erct. Of assemblies in OHP.",skilled_manpower,GM ( CC- W) / OHP-Maint.-Mech. / EP- 2020300044 / LTR / Date: 23.04.2020,Bhilai Steel Plant,Apr 29 2020  5:00:00:000PM,May 12 2020  2:00:00:000PM, --  ,6
Routine conveyor maintenance and other mech. maint. jobs in OHP.,skilled_manpower,GM ( CC- W) / OHP-Maint.-Mech. / EP- 2020300045 / LTR / Date: 23.04.2020,Bhilai Steel Plant,Apr 29 2020  5:00:00:000PM,May 12 2020  2:00:00:000PM, --  ,6
AMC FOR MECHANICAL JOBS OF BOILER NO 1 & 2 WITH ITS AUXILIARIES AND BALANCE OF PLANT,skilled_manpower,GM ( CC- W) / PBS2-MECH MAINT. / EP- 2020300011 / OT / Date: 02.04.2020,Bhilai Steel Plant,Apr  9 2020  4:00:00:000PM,Apr 28 2020  2:00:00:000PM,Corr,6
"AMC FOR MECHANICAL JOBS OF AUXILIARIES OF STB-1, STB-2 AND STB-3 IN PBS-II",skilled_manpower,GM ( CC- W) / PBS2-MECH MAINT. / EP- 2020300033 / OT / Date: 09.04.2020,Bhilai Steel Plant,May 16 2020  3:00:00:000PM,Jun  2 2020  2:00:00:000PM, --  ,6
(A) Changing of Dia 2000 mm Gas Pipe & Bend outside roof top in open area at + 25 mtrs height near entrance of Plate Mill. (B) Changing of U-seal of Fce-2 and bends of dia.1000mm.,skilled_manpower,GM ( CC- W) / Plate Mill-Cap Rep / EP- 2020200032 / LT / Date: 11.04.2020,Bhilai Steel Plant,Apr 18 2020  3:00:00:000PM,Apr 23 2020  2:00:00:000PM, --  ,6
(A) Preparation of spare assemblies of Mill Equipments of Plate Mill. (B) Changing / Replace of ECS skids of slab reheating furnace ECS of Plate Mill.,skilled_manpower,GM ( CC- W) / Plate Mill-Mech Mnt / EP- 2020200033 / LT / Date: 22.04.2020,Bhilai Steel Plant,May  1 2020  6:00:00:000PM,May  7 2020  2:00:00:000PM, --  ,6
"Various mechanical maintenance of lubrication, hydraulics and fluid facilities jobs of Plate Mill.",skilled_manpower,GM ( CC- W) / Plate Mill-Mech Mnt / EP- 2020300018 / LTR / Date: 15.04.2020,Bhilai Steel Plant,Apr 22 2020  4:00:00:000PM,May  5 2020  2:00:00:000PM, --  ,6
"Inspection, Testing & certification of Pressure Vessels in various shops of Bhilai steel Plant",skilled_manpower,GM ( CC- W) / PLEM/Pipe Er/Mnt / EP- 2020200022 / LT / Date: 11.04.2020,Bhilai Steel Plant,Apr 17 2020  5:00:00:000PM,May 19 2020  2:00:00:000PM,Corr,6
"JAMMING /BLOCKAGE REMOVAL OF INTERMEDIATE BUNKER GRILLS ,HOUSE KEEPING AND CLEANING OF CONVEYOR GALLERY ETC. IN COAL HANDLING PLANT OF POWER AND BLOWING STATION",unskilled_manpower ,GM ( CC- W) / PP-1-Operation / EP- 2019300997 / LTR / Date: 21.03.2020,Bhilai Steel Plant,Mar 23 2020  2:00:00:000PM,May  7 2020  2:00:00:000PM,Corr,7
"Unloading, Checking of raw material wagons, clearing of spilled material and transport of raw materials",unskilled_manpower ,GM ( CC- W) / Raw Matr-Pur-Indig / EP- 2019301017 / OT / Date: 11.03.2020,Bhilai Steel Plant,Mar 26 2020  6:00:00:000PM,May 14 2020  2:00:00:000PM,Corr,7
"PERIODIC TRIENNIAL INSPECTION AND AUDIT OF SAIL, BSP, BHILAI UNDER M/S LLOYD#S REGISTER APPROVED MANUFACTURER OF STEEL MAKING AND STEEL PLATES FOR GRADES A,B,D,HT & OTHERS.",skilled_manpower,GM ( CC- W) / RCL/RCRD / EP- 2019200702 / Prop / Date: 13.03.2020,Bhilai Steel Plant,Mar 19 2020 12:30:00:000PM,Mar 26 2020  2:00:00:000PM, --  ,6
":REPAIR, SERVICE, MAINTENANCE AND CALIBRATION OF COMPRESSION TESTING MACHINEs (02 NOS.), HARDNESS TESTING MACHINES (04 NOS.) & IMPACT TESTING MACHINES (02 NOS.) INSTALLED IN RCL",skilled_manpower,GM ( CC- W) / RCL/RCRD / EP- 2019300994 / OT / Date: 13.03.2020,Bhilai Steel Plant,Mar 16 2020  1:00:00:000PM,May 26 2020  2:00:00:000PM,Corr,6
Hard facing of S.P.III hammers,none,GM ( CC- W) / Reclamation Shop / EP- 2019301020 / LTR / Date: 16.03.2020,Bhilai Steel Plant,Mar 21 2020  5:00:00:000PM,Apr  2 2020  2:00:00:000PM, --  ,4
